Year,UNIT_MEASURE,Врста образовања,Пол,Value
2018,Број,Укупно,Оба пола,12083
2018,Број,Образовање,Оба пола,1188
2018,Број,Умјетност и хуманистичке науке,Оба пола,1348
2018,Број,"Друштвене науке, новинарство и информисање",Оба пола,1800
2018,Број,"Пословање, администрација, и право",Оба пола,2411
2018,Број,"Природне науке, математика, и статистика",Оба пола,673
2018,Број,Информационе и комуникационе технологије,Оба пола,578
2018,Број,"Инжењерство, производња и грађевинарство",Оба пола,1879
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,694
2018,Број,Здравство и социјална заштита,Оба пола,1050
2018,Број,Услуге,Оба пола,390
2018,Број,Непознато,Оба пола,72
2018,Број,Укупно,M,4563
2018,Број,Образовање,M,286
2018,Број,Умјетност и хуманистичке науке,M,393
2018,Број,"Друштвене науке, новинарство и информисање",M,627
2018,Број,"Пословање, администрација, и право",M,864
2018,Број,"Природне науке, математика, и статистика",M,176
2018,Број,Информационе и комуникационе технологије,M,350
2018,Број,"Инжењерство, производња и грађевинарство",M,1100
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,303
2018,Број,Здравство и социјална заштита,M,231
2018,Број,Услуге,M,209
2018,Број,Непознато,M,24
2018,Број,Укупно,Ж,7520
2018,Број,Образовање,Ж,902
2018,Број,Умјетност и хуманистичке науке,Ж,955
2018,Број,"Друштвене науке, новинарство и информисање",Ж,1173
2018,Број,"Пословање, администрација, и право",Ж,1547
2018,Број,"Природне науке, математика, и статистика",Ж,497
2018,Број,Информационе и комуникационе технологије,Ж,228
2018,Број,"Инжењерство, производња и грађевинарство",Ж,779
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,391
2018,Број,Здравство и социјална заштита,Ж,819
2018,Број,Услуге,Ж,181
2018,Број,Непознато,Ж,48
2019,Број,Укупно,Оба пола,12449
2019,Број,Образовање,Оба пола,1129
2019,Број,Умјетност и хуманистичке науке,Оба пола,1387
2019,Број,"Друштвене науке, новинарство и информисање",Оба пола,1737
2019,Број,"Пословање, администрација, и право",Оба пола,2522
2019,Број,"Природне науке, математика, и статистика",Оба пола,659
2019,Број,Информационе и комуникационе технологије,Оба пола,505
2019,Број,"Инжењерство, производња и грађевинарство",Оба пола,1927
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,737
2019,Број,Здравство и социјална заштита,Оба пола,1158
2019,Број,Услуге,Оба пола,603
2019,Број,Непознато,Оба пола,85
2019,Број,Укупно,M,4808
2019,Број,Образовање,M,324
2019,Број,Умјетност и хуманистичке науке,M,448
2019,Број,"Друштвене науке, новинарство и информисање",M,629
2019,Број,"Пословање, администрација, и право",M,877
2019,Број,"Природне науке, математика, и статистика",M,171
2019,Број,Информационе и комуникационе технологије,M,314
2019,Број,"Инжењерство, производња и грађевинарство",M,1103
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,316
2019,Број,Здравство и социјална заштита,M,271
2019,Број,Услуге,M,328
2019,Број,Непознато,M,27
2019,Број,Укупно,Ж,7641
2019,Број,Образовање,Ж,805
2019,Број,Умјетност и хуманистичке науке,Ж,939
2019,Број,"Друштвене науке, новинарство и информисање",Ж,1108
2019,Број,"Пословање, администрација, и право",Ж,1645
2019,Број,"Природне науке, математика, и статистика",Ж,488
2019,Број,Информационе и комуникационе технологије,Ж,191
2019,Број,"Инжењерство, производња и грађевинарство",Ж,824
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,421
2019,Број,Здравство и социјална заштита,Ж,887
2019,Број,Услуге,Ж,275
2019,Број,Непознато,Ж,58
2020,Број,Укупно,Оба пола,13192
2020,Број,Образовање,Оба пола,1268
2020,Број,Умјетност и хуманистичке науке,Оба пола,1329
2020,Број,"Друштвене науке, новинарство и информисање",Оба пола,1932
2020,Број,"Пословање, администрација, и право",Оба пола,2514
2020,Број,"Природне науке, математика, и статистика",Оба пола,686
2020,Број,Информационе и комуникационе технологије,Оба пола,582
2020,Број,"Инжењерство, производња и грађевинарство",Оба пола,1971
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,751
2020,Број,Здравство и социјална заштита,Оба пола,1345
2020,Број,Услуге,Оба пола,749
2020,Број,Непознато,Оба пола,65
2020,Број,Укупно,M,4945
2020,Број,Образовање,M,323
2020,Број,Умјетност и хуманистичке науке,M,458
2020,Број,"Друштвене науке, новинарство и информисање",M,690
2020,Број,"Пословање, администрација, и право",M,837
2020,Број,"Природне науке, математика, и статистика",M,194
2020,Број,Информационе и комуникационе технологије,M,364
2020,Број,"Инжењерство, производња и грађевинарство",M,1116
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,325
2020,Број,Здравство и социјална заштита,M,244
2020,Број,Услуге,M,372
2020,Број,Непознато,M,22
2020,Број,Укупно,Ж,8247
2020,Број,Образовање,Ж,945
2020,Број,Умјетност и хуманистичке науке,Ж,871
2020,Број,"Друштвене науке, новинарство и информисање",Ж,1242
2020,Број,"Пословање, администрација, и право",Ж,1677
2020,Број,"Природне науке, математика, и статистика",Ж,492
2020,Број,Информационе и комуникационе технологије,Ж,218
2020,Број,"Инжењерство, производња и грађевинарство",Ж,855
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,426
2020,Број,Здравство и социјална заштита,Ж,1101
2020,Број,Услуге,Ж,377
2020,Број,Непознато,Ж,43
