Year,UNIT_MEASURE,Врста образовања,Пол,Value
2018,Број,Укупно,Оба пола,193
2018,Број,Образовање,Оба пола,8
2018,Број,Умјетност и хуманистичке науке,Оба пола,18
2018,Број,"Друштвене науке, новинарство и информисање",Оба пола,28
2018,Број,"Пословање, администрација, и право",Оба пола,44
2018,Број,"Природне науке, математика, и статистика",Оба пола,19
2018,Број,Информационе и комуникационе технологије,Оба пола,8
2018,Број,"Инжењерство, производња и грађевинарство",Оба пола,21
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,16
2018,Број,Здравство и социјална заштита,Оба пола,22
2018,Број,Услуге,Оба пола,8
2018,Број,Непознато,Оба пола,1
2018,Број,Укупно,M,106
2018,Број,Образовање,M,4
2018,Број,Умјетност и хуманистичке науке,M,9
2018,Број,"Друштвене науке, новинарство и информисање",M,18
2018,Број,"Пословање, администрација, и право",M,25
2018,Број,"Природне науке, математика, и статистика",M,11
2018,Број,Информационе и комуникационе технологије,M,7
2018,Број,"Инжењерство, производња и грађевинарство",M,12
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,8
2018,Број,Здравство и социјална заштита,M,7
2018,Број,Услуге,M,5
2018,Број,Непознато,M,0
2018,Број,Укупно,Ж,87
2018,Број,Образовање,Ж,4
2018,Број,Умјетност и хуманистичке науке,Ж,9
2018,Број,"Друштвене науке, новинарство и информисање",Ж,10
2018,Број,"Пословање, администрација, и право",Ж,19
2018,Број,"Природне науке, математика, и статистика",Ж,8
2018,Број,Информационе и комуникационе технологије,Ж,1
2018,Број,"Инжењерство, производња и грађевинарство",Ж,9
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,8
2018,Број,Здравство и социјална заштита,Ж,15
2018,Број,Услуге,Ж,3
2018,Број,Непознато,Ж,1
2019,Број,Укупно,Оба пола,166
2019,Број,Образовање,Оба пола,7
2019,Број,Умјетност и хуманистичке науке,Оба пола,21
2019,Број,"Друштвене науке, новинарство и информисање",Оба пола,37
2019,Број,"Пословање, администрација, и право",Оба пола,42
2019,Број,"Природне науке, математика, и статистика",Оба пола,10
2019,Број,Информационе и комуникационе технологије,Оба пола,5
2019,Број,"Инжењерство, производња и грађевинарство",Оба пола,16
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,9
2019,Број,Здравство и социјална заштита,Оба пола,14
2019,Број,Услуге,Оба пола,3
2019,Број,Непознато,Оба пола,2
2019,Број,Укупно,M,97
2019,Број,Образовање,M,3
2019,Број,Умјетност и хуманистичке науке,M,9
2019,Број,"Друштвене науке, новинарство и информисање",M,30
2019,Број,"Пословање, администрација, и право",M,27
2019,Број,"Природне науке, математика, и статистика",M,3
2019,Број,Информационе и комуникационе технологије,M,3
2019,Број,"Инжењерство, производња и грађевинарство",M,9
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,6
2019,Број,Здравство и социјална заштита,M,3
2019,Број,Услуге,M,2
2019,Број,Непознато,M,2
2019,Број,Укупно,Ж,69
2019,Број,Образовање,Ж,4
2019,Број,Умјетност и хуманистичке науке,Ж,12
2019,Број,"Друштвене науке, новинарство и информисање",Ж,7
2019,Број,"Пословање, администрација, и право",Ж,15
2019,Број,"Природне науке, математика, и статистика",Ж,7
2019,Број,Информационе и комуникационе технологије,Ж,2
2019,Број,"Инжењерство, производња и грађевинарство",Ж,7
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,3
2019,Број,Здравство и социјална заштита,Ж,11
2019,Број,Услуге,Ж,1
2019,Број,Непознато,Ж,0
2020,Број,Укупно,Оба пола,148
2020,Број,Образовање,Оба пола,11
2020,Број,Умјетност и хуманистичке науке,Оба пола,9
2020,Број,"Друштвене науке, новинарство и информисање",Оба пола,45
2020,Број,"Пословање, администрација, и право",Оба пола,21
2020,Број,"Природне науке, математика, и статистика",Оба пола,11
2020,Број,Информационе и комуникационе технологије,Оба пола,6
2020,Број,"Инжењерство, производња и грађевинарство",Оба пола,17
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,6
2020,Број,Здравство и социјална заштита,Оба пола,15
2020,Број,Услуге,Оба пола,7
2020,Број,Непознато,Оба пола,0
2020,Број,Укупно,M,90
2020,Број,Образовање,M,7
2020,Број,Умјетност и хуманистичке науке,M,2
2020,Број,"Друштвене науке, новинарство и информисање",M,34
2020,Број,"Пословање, администрација, и право",M,16
2020,Број,"Природне науке, математика, и статистика",M,7
2020,Број,Информационе и комуникационе технологије,M,3
2020,Број,"Инжењерство, производња и грађевинарство",M,10
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,1
2020,Број,Здравство и социјална заштита,M,4
2020,Број,Услуге,M,6
2020,Број,Непознато,M,0
2020,Број,Укупно,Ж,58
2020,Број,Образовање,Ж,4
2020,Број,Умјетност и хуманистичке науке,Ж,7
2020,Број,"Друштвене науке, новинарство и информисање",Ж,12
2020,Број,"Пословање, администрација, и право",Ж,4
2020,Број,"Природне науке, математика, и статистика",Ж,4
2020,Број,Информационе и комуникационе технологије,Ж,3
2020,Број,"Инжењерство, производња и грађевинарство",Ж,7
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,5
2020,Број,Здравство и социјална заштита,Ж,11
2020,Број,Услуге,Ж,1
2020,Број,Непознато,Ж,0
